"date","traffic_source","campaign_name","device_category","country","city","sessions","product_views","add_to_cart","begin_checkout","purchases","revenue","conversion_rate","aov","meta_spend","meta_reach","meta_impressions","meta_link_clicks","meta_add_to_cart","meta_checkouts","meta_purchases","meta_conversion_value"
"2022-05-05","Meta","KS_AlwaysOn","tablet","India","Lucknow",7,25,0,0,1,1982.15,0.1429,1982.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-05","Google","","mobile","India","Mumbai",26,68,0,0,2,3970.39,0.0769,1985.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-05","Google","","desktop","India","Hyderabad",11,32,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-05","Google","","tablet","India","Ahmedabad",2,7,0,0,1,1845.6,0.5,1845.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-05","Influencer","","mobile","India","Surat",34,108,2,1,1,1958.0,0.0294,1958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-05","Influencer","","desktop","India","Lucknow",10,46,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-05","Influencer","","tablet","India","Delhi",3,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-05","Organic Instagram","","mobile","India","Bengaluru",12,24,0,0,1,1651.23,0.0833,1651.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-05","Organic Instagram","","desktop","India","Mumbai",3,6,0,0,1,1400.77,0.3333,1400.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-05","Organic Instagram","","tablet","India","Ahmedabad",2,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-05","Email/SMS","","mobile","India","Lucknow",18,58,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-05","Email/SMS","","desktop","India","Bengaluru",2,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-05","Email/SMS","","tablet","India","Pune",1,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-06","Meta","KS_AlwaysOn","mobile","India","Bengaluru",82,279,6,2,2,3352.79,0.0244,1676.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-06","Meta","KS_AlwaysOn","desktop","India","Indore",34,124,2,1,2,4290.21,0.0588,2145.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-06","Meta","KS_AlwaysOn","tablet","India","Bengaluru",4,9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-06","Google","","mobile","India","Delhi",33,175,1,0,1,1737.66,0.0303,1737.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-06","Google","","desktop","India","Jaipur",8,27,0,0,1,1423.34,0.125,1423.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-06","Google","","tablet","India","Bengaluru",1,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-06","Influencer","","mobile","India","Pune",33,104,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-06","Influencer","","desktop","India","Pune",12,48,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-06","Influencer","","tablet","India","Delhi",2,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-06","Organic Instagram","","mobile","India","Ahmedabad",8,21,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-06","Organic Instagram","","desktop","India","Bengaluru",4,18,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-06","Organic Instagram","","tablet","India","Delhi",1,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-06","Email/SMS","","mobile","India","Lucknow",16,38,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-06","Email/SMS","","desktop","India","Pune",3,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-06","Email/SMS","","tablet","India","Lucknow",2,8,0,0,1,1521.0,0.5,1521.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-07","Meta","KS_AlwaysOn","mobile","India","Indore",84,390,4,2,6,10927.89,0.0714,1821.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-07","Meta","KS_AlwaysOn","desktop","India","Surat",32,105,1,0,2,3633.71,0.0625,1816.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-07","Meta","KS_AlwaysOn","tablet","India","Surat",5,12,0,0,1,1929.41,0.2,1929.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-07","Google","","mobile","India","Bengaluru",39,121,3,2,2,3708.0,0.0513,1854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-07","Google","","desktop","India","Lucknow",6,22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-07","Google","","tablet","India","Mumbai",2,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-07","Influencer","","mobile","India","Jaipur",23,68,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-07","Influencer","","desktop","India","Bengaluru",11,27,0,0,1,1513.0,0.0909,1513.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-07","Influencer","","tablet","India","Lucknow",1,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-07","Organic Instagram","","mobile","India","Surat",12,44,0,0,1,1350.0,0.0833,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-07","Organic Instagram","","desktop","India","Jaipur",3,11,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-07","Organic Instagram","","tablet","India","Delhi",0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-07","Email/SMS","","mobile","India","Ahmedabad",16,70,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-07","Email/SMS","","desktop","India","Indore",11,28,0,0,1,1571.0,0.0909,1571.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-07","Email/SMS","","tablet","India","Pune",0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-08","Meta","KS_AlwaysOn","mobile","India","Hyderabad",92,354,7,4,5,8807.97,0.0543,1761.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-08","Meta","KS_AlwaysOn","desktop","India","Surat",25,100,2,0,1,2008.03,0.04,2008.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-08","Meta","KS_AlwaysOn","tablet","India","Pune",3,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-08","Google","","mobile","India","Indore",36,72,3,1,3,5692.91,0.0833,1897.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-08","Google","","desktop","India","Bengaluru",7,25,0,0,2,3401.08,0.2857,1700.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-08","Google","","tablet","India","Hyderabad",2,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-08","Influencer","","mobile","India","Ahmedabad",24,91,1,0,1,1815.0,0.0417,1815.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-08","Influencer","","desktop","India","Bengaluru",10,20,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-08","Influencer","","tablet","India","Pune",3,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-08","Organic Instagram","","mobile","India","Indore",11,43,1,0,2,3346.19,0.1818,1673.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-08","Organic Instagram","","desktop","India","Ahmedabad",8,36,0,0,1,2002.81,0.125,2002.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-08","Organic Instagram","","tablet","India","Bengaluru",0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-08","Email/SMS","","mobile","India","Lucknow",13,55,0,0,1,2213.0,0.0769,2213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-08","Email/SMS","","desktop","India","Hyderabad",3,12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-08","Email/SMS","","tablet","India","Bengaluru",1,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-09","Meta","KS_AlwaysOn","mobile","India","Surat",78,239,4,2,4,7352.81,0.0513,1838.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-09","Meta","KS_AlwaysOn","desktop","India","Pune",20,50,1,0,1,1676.19,0.05,1676.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-09","Meta","KS_AlwaysOn","tablet","India","Mumbai",6,17,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-09","Google","","mobile","India","Ahmedabad",41,82,2,0,2,3288.0,0.0488,1644.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-09","Google","","desktop","India","Pune",7,33,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-09","Google","","tablet","India","Bengaluru",2,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-09","Influencer","","mobile","India","Delhi",25,87,1,0,1,1776.0,0.04,1776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-09","Influencer","","desktop","India","Pune",6,18,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-09","Influencer","","tablet","India","Mumbai",4,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-09","Organic Instagram","","mobile","India","Delhi",14,72,1,0,2,3797.74,0.1429,1898.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-09","Organic Instagram","","desktop","India","Hyderabad",7,30,0,0,1,1654.26,0.1429,1654.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-09","Organic Instagram","","tablet","India","Jaipur",2,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-09","Email/SMS","","mobile","India","Indore",10,30,0,0,2,3584.0,0.2,1792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-09","Email/SMS","","desktop","India","Lucknow",3,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-09","Email/SMS","","tablet","India","Bengaluru",0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-10","Meta","KS_AlwaysOn","mobile","India","Pune",74,241,5,3,2,3508.44,0.027,1754.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-10","Meta","KS_AlwaysOn","desktop","India","Jaipur",33,125,1,0,1,1963.43,0.0303,1963.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-10","Meta","KS_AlwaysOn","tablet","India","Pune",8,32,0,0,1,1805.13,0.125,1805.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-10","Google","","mobile","India","Bengaluru",33,117,2,1,3,5184.1,0.0909,1728.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-10","Google","","desktop","India","Indore",12,35,0,0,1,1577.89,0.0833,1577.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-10","Google","","tablet","India","Delhi",3,15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-10","Influencer","","mobile","India","Bengaluru",29,126,1,0,2,4087.0,0.069,2043.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-10","Influencer","","desktop","India","Surat",11,30,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-10","Influencer","","tablet","India","Ahmedabad",2,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-10","Organic Instagram","","mobile","India","Pune",12,43,0,0,1,1683.0,0.0833,1683.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-10","Organic Instagram","","desktop","India","Hyderabad",5,15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-10","Organic Instagram","","tablet","India","Mumbai",1,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-10","Email/SMS","","mobile","India","Mumbai",14,49,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-10","Email/SMS","","desktop","India","Bengaluru",9,26,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-10","Email/SMS","","tablet","India","Delhi",1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-11","Meta","KS_AlwaysOn","mobile","India","Lucknow",88,273,6,4,1,1601.8,0.0114,1601.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-11","Meta","KS_AlwaysOn","desktop","India","Indore",29,94,1,0,3,5012.2,0.1034,1670.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-11","Meta","KS_AlwaysOn","tablet","India","Mumbai",6,24,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-11","Google","","mobile","India","Ahmedabad",35,125,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-11","Google","","desktop","India","Indore",5,17,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-11","Google","","tablet","India","Surat",2,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-11","Influencer","","mobile","India","Mumbai",27,82,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-11","Influencer","","desktop","India","Bengaluru",14,53,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-11","Influencer","","tablet","India","Ahmedabad",1,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-11","Organic Instagram","","mobile","India","Surat",14,55,0,0,2,3156.13,0.1429,1578.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-11","Organic Instagram","","desktop","India","Indore",6,22,0,0,1,1644.87,0.1667,1644.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-11","Organic Instagram","","tablet","India","Mumbai",0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-11","Email/SMS","","mobile","India","Indore",8,21,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-11","Email/SMS","","desktop","India","Hyderabad",4,13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-11","Email/SMS","","tablet","India","Surat",1,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-12","Meta","KS_AlwaysOn","mobile","India","Bengaluru",80,329,4,2,1,1912.16,0.0125,1912.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-12","Meta","KS_AlwaysOn","desktop","India","Lucknow",21,76,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-12","Meta","KS_AlwaysOn","tablet","India","Ahmedabad",9,30,0,0,2,3431.83,0.2222,1715.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-12","Google","","mobile","India","Surat",29,128,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-12","Google","","desktop","India","Mumbai",7,17,0,0,1,1944.0,0.1429,1944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-12","Google","","tablet","India","Hyderabad",2,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-12","Influencer","","mobile","India","Hyderabad",25,85,0,0,1,1755.59,0.04,1755.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-12","Influencer","","desktop","India","Indore",6,21,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-12","Influencer","","tablet","India","Hyderabad",5,16,0,0,1,1799.41,0.2,1799.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-12","Organic Instagram","","mobile","India","Jaipur",13,45,0,0,3,5235.35,0.2308,1745.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-12","Organic Instagram","","desktop","India","Bengaluru",2,7,0,0,1,1887.64,0.5,1887.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-12","Organic Instagram","","tablet","India","Lucknow",0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-12","Email/SMS","","mobile","India","Hyderabad",11,37,0,0,1,1659.0,0.0909,1659.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-12","Email/SMS","","desktop","India","Indore",0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-12","Email/SMS","","tablet","India","Bengaluru",1,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-13","Meta","KS_AlwaysOn","mobile","India","Bengaluru",96,388,11,4,6,9707.0,0.0625,1617.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-13","Meta","KS_AlwaysOn","desktop","India","Jaipur",27,88,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-13","Meta","KS_AlwaysOn","tablet","India","Pune",9,31,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-13","Google","","mobile","India","Lucknow",30,88,2,1,3,5413.13,0.1,1804.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-13","Google","","desktop","India","Hyderabad",11,36,0,0,2,3583.86,0.1818,1791.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-13","Google","","tablet","India","Delhi",2,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-13","Influencer","","mobile","India","Ahmedabad",31,108,2,1,1,1350.0,0.0323,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-13","Influencer","","desktop","India","Lucknow",10,33,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-13","Influencer","","tablet","India","Surat",3,9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-13","Organic Instagram","","mobile","India","Delhi",16,58,0,0,2,3927.0,0.125,1963.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-13","Organic Instagram","","desktop","India","Mumbai",4,13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-13","Organic Instagram","","tablet","India","Surat",0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-13","Email/SMS","","mobile","India","Bengaluru",9,24,0,0,1,1819.25,0.1111,1819.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-13","Email/SMS","","desktop","India","Ahmedabad",8,32,0,0,1,2120.74,0.125,2120.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-13","Email/SMS","","tablet","India","Bengaluru",0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-14","Meta","KS_AlwaysOn","mobile","India","Delhi",68,229,4,2,1,1641.0,0.0147,1641.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-14","Meta","KS_AlwaysOn","desktop","India","Mumbai",39,155,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-14","Meta","KS_AlwaysOn","tablet","India","Ahmedabad",9,29,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-14","Google","","mobile","India","Delhi",29,98,2,1,2,3401.0,0.069,1700.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-14","Google","","desktop","India","Lucknow",15,62,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-14","Google","","tablet","India","Indore",3,11,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-14","Influencer","","mobile","India","Hyderabad",32,105,2,1,6,9379.0,0.1875,1563.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-14","Influencer","","desktop","India","Mumbai",6,15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-14","Influencer","","tablet","India","Delhi",1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-14","Organic Instagram","","mobile","India","Indore",11,40,0,0,2,3705.0,0.1818,1852.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-14","Organic Instagram","","desktop","India","Delhi",2,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-14","Organic Instagram","","tablet","India","Surat",0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-14","Email/SMS","","mobile","India","Mumbai",11,32,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-14","Email/SMS","","desktop","India","Pune",10,29,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-14","Email/SMS","","tablet","India","Pune",0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-15","Meta","KS_AlwaysOn","mobile","India","Delhi",61,232,3,1,9,16072.68,0.1475,1785.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-15","Meta","KS_AlwaysOn","desktop","India","Mumbai",28,90,2,1,3,5902.99,0.1071,1967.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-15","Meta","KS_AlwaysOn","tablet","India","Bengaluru",8,25,0,0,1,1584.32,0.125,1584.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-15","Google","","mobile","India","Bengaluru",26,86,2,1,1,2186.92,0.0385,2186.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-15","Google","","desktop","India","Lucknow",14,46,0,0,1,2037.08,0.0714,2037.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-15","Google","","tablet","India","Hyderabad",1,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-15","Influencer","","mobile","India","Pune",33,108,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-15","Influencer","","desktop","India","Lucknow",14,70,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-15","Influencer","","tablet","India","Indore",2,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-15","Organic Instagram","","mobile","India","Lucknow",12,37,0,0,2,3187.15,0.1667,1593.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-15","Organic Instagram","","desktop","India","Ahmedabad",6,23,0,0,2,3337.85,0.3333,1668.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-15","Organic Instagram","","tablet","India","Mumbai",0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-15","Email/SMS","","mobile","India","Pune",13,47,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-15","Email/SMS","","desktop","India","Mumbai",7,31,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-15","Email/SMS","","tablet","India","Ahmedabad",0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-16","Meta","KS_AlwaysOn","mobile","India","Jaipur",75,313,6,3,6,11419.0,0.08,1903.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-16","Meta","KS_AlwaysOn","desktop","India","Bengaluru",26,58,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2022-05-16","Meta","KS_AlwaysOn","tablet","India","Jaipur",5,11,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
